,price,room_bed,room_bath,lot_measure,ceil,coast,condition,quality,ceil_measure,basement,yr_built,zipcode,lat,long,furnished,yr_sold,age_sold,Have_basement,renovation_in_15to20_Years,renovation_in_10to15_Years,renovation_in_5to10_Years,renovation_in_0to5_Years
13977,336000,3,2.25,11625,2.0,0,3,8,2820,0,1986,98092,47.2621,-122.21799999999999,0,2014,28,0,0,0,0,0
13978,270000,4,2.5,8056,1.0,0,3,7,1170,500,1961,98168,47.4884,-122.319,0,2015,54,1,0,0,0,0
13979,482000,3,2.25,21485,2.0,0,3,7,1710,0,1989,98074,47.6198,-122.053,0,2014,25,0,0,0,0,0
13980,350000,3,1.0,3876,1.5,0,5,7,1090,700,1904,98144,47.575,-122.288,0,2014,110,1,0,0,0,0
13981,280000,3,1.75,6603,1.0,0,4,7,1360,0,1981,98058,47.4619,-122.16799999999999,0,2014,33,0,0,0,0,0
13982,440000,3,2.0,6408,2.0,0,4,8,1650,0,1977,98052,47.6638,-122.12799999999999,0,2014,37,0,0,0,0,0
13983,391000,4,2.25,3850,2.0,0,3,7,2190,0,2006,98059,47.4861,-122.161,0,2015,9,0,0,0,0,0
13984,400000,4,2.5,180263,2.0,0,3,7,2030,1000,1987,98092,47.2953,-122.09700000000001,0,2015,28,1,0,0,0,0
13985,775000,4,2.5,28563,1.0,0,3,10,2540,0,1984,98052,47.7185,-122.11399999999999,1,2014,30,0,0,0,0,0
13986,676000,3,2.0,6784,2.5,0,4,7,1730,0,1942,98199,47.6462,-122.40299999999999,0,2015,73,0,0,0,0,0
13987,415000,4,2.5,5743,2.0,0,3,7,2230,0,2002,98019,47.7245,-121.95700000000001,0,2014,12,0,0,0,0,0
13988,269100,3,2.5,7904,2.0,0,3,8,2190,0,1995,98092,47.2617,-122.21,0,2015,20,0,0,0,0,0
13989,225900,3,1.0,8800,1.0,0,4,7,1010,500,1963,98003,47.32899999999999,-122.33,0,2015,52,1,0,0,0,0
13990,625000,3,2.25,9672,2.0,0,4,8,1920,0,1984,98074,47.6233,-122.046,0,2015,31,0,0,0,0,0
13991,1280000,4,3.5,5500,2.0,0,3,10,2850,1490,2008,98199,47.6427,-122.397,1,2014,6,1,0,0,0,0
13992,405000,2,2.0,1073,2.0,0,3,8,1140,265,2007,98122,47.611999999999995,-122.295,0,2014,7,1,0,0,0,0
13993,260000,5,1.0,7350,1.0,0,5,7,1600,0,1962,98031,47.3943,-122.196,0,2014,52,0,0,0,0,0
13994,110000,1,1.0,10280,1.0,0,2,5,640,0,1920,98126,47.5144,-122.368,0,2014,94,0,0,0,0,0
13995,600000,2,1.0,2160,1.0,0,3,7,940,240,1909,98119,47.6313,-122.368,0,2014,105,1,0,0,0,0
13996,194000,3,1.0,7955,1.0,0,3,7,1400,0,1964,98055,47.4848,-122.221,0,2014,50,0,0,0,0,0
13997,930000,2,1.5,4500,1.0,0,3,7,1000,800,1942,98109,47.6305,-122.34700000000001,0,2014,72,1,0,0,0,0
13998,305000,3,1.75,10350,1.0,0,4,7,1400,0,1976,98059,47.479,-122.132,0,2014,38,0,0,0,0,0
13999,1270000,5,3.25,35192,2.0,0,3,12,3880,530,1990,98072,47.7522,-122.13,1,2015,25,1,0,0,0,0
14000,242500,3,2.25,10000,1.0,0,3,7,1340,430,1978,98198,47.3814,-122.322,0,2014,36,1,0,0,0,0
14001,199950,2,1.0,10057,1.0,0,3,6,1010,0,1961,98023,47.3286,-122.336,0,2014,53,0,0,0,0,0
14002,1650000,4,3.5,9567,2.0,0,5,10,3485,800,1946,98199,47.6434,-122.40899999999999,1,2014,68,1,0,0,0,0
14003,375000,4,2.5,9427,2.0,0,3,7,2210,0,1999,98148,47.4323,-122.32700000000001,0,2014,15,0,0,0,0,0
14004,320000,3,1.0,4120,1.0,0,3,6,1190,0,1929,98118,47.5513,-122.272,0,2015,86,0,0,0,0,0
14005,289000,2,1.5,2158,2.0,0,3,7,1160,0,1982,98034,47.7178,-122.19,0,2014,32,0,0,0,0,0
14006,535000,3,2.0,4080,2.0,0,3,7,2120,0,2003,98053,47.681999999999995,-122.037,0,2014,11,0,0,0,0,0
14007,724950,4,3.5,174240,2.0,0,3,9,3010,0,2004,98045,47.4775,-121.691,1,2014,10,0,0,0,0,0
14008,505000,2,2.5,1201,3.0,0,3,8,1430,0,2009,98107,47.6707,-122.381,0,2014,5,0,0,0,0,0
14009,280000,3,2.25,9210,2.0,0,3,7,1860,0,1994,98038,47.3864,-122.03,0,2014,20,0,0,0,0,0
14010,295700,4,2.5,5805,2.0,0,3,8,1720,0,2000,98092,47.3286,-122.208,0,2014,14,0,0,0,0,0
14011,1840000,4,3.5,39190,2.0,0,3,12,4870,0,1995,98006,47.5447,-122.124,1,2015,20,0,0,0,0,0
14012,1200000,4,3.5,43560,2.0,0,3,10,3930,0,2003,98072,47.7497,-122.12100000000001,1,2015,12,0,0,0,0,0
14013,650000,4,2.0,5000,1.5,0,3,7,1640,180,1945,98115,47.6815,-122.26899999999999,0,2014,69,1,0,0,0,0
14014,207000,3,1.0,7740,1.0,0,3,6,860,0,1960,98178,47.4906,-122.244,0,2014,54,0,0,0,0,0
14015,244500,2,1.0,9000,1.0,0,3,5,910,0,1923,98065,47.526,-121.81,0,2014,91,0,0,0,0,0
14016,329950,3,1.0,9170,1.0,0,3,7,1000,0,1980,98058,47.4405,-122.134,0,2015,35,0,0,0,0,0
14017,340000,3,1.75,10400,1.0,0,3,6,1540,0,1977,98024,47.5651,-121.89,0,2014,37,0,0,0,0,0
14018,240000,3,1.0,12566,1.0,0,4,7,1600,0,1971,98045,47.4431,-121.765,0,2014,43,0,0,0,0,0
14019,490000,3,1.75,9750,1.0,0,4,7,1470,0,1978,98052,47.6975,-122.12,0,2015,37,0,0,0,0,0
14020,720000,2,1.5,9000,1.0,0,3,8,1340,500,1957,98136,47.5281,-122.38799999999999,0,2014,57,1,0,0,0,0
14021,637000,4,2.75,2867,1.5,0,5,7,1470,720,1929,98115,47.6868,-122.30799999999999,0,2015,86,1,0,0,0,0
14022,355000,3,1.75,7705,1.0,0,4,7,980,980,1950,98106,47.53,-122.34700000000001,0,2014,64,1,0,0,0,0
14023,825000,4,2.5,4000,2.0,0,3,8,2180,0,1920,98122,47.6186,-122.288,0,2014,94,0,0,0,1,0
14024,575000,3,3.5,1559,2.0,0,3,8,2024,490,2007,98034,47.7044,-122.209,0,2014,7,1,0,0,0,0
14025,710000,4,2.5,8995,1.0,0,5,8,1870,1000,1968,98006,47.5678,-122.12799999999999,0,2014,46,1,0,0,0,0
14026,235000,2,1.0,4840,1.0,0,4,6,720,0,1947,98126,47.5534,-122.375,0,2014,67,0,0,0,0,0
14027,225000,3,1.0,5512,1.0,0,4,6,960,0,1963,98056,47.4944,-122.165,0,2015,52,0,0,0,0,0
14028,572000,3,2.25,4000,1.5,0,5,7,1020,840,1920,98118,47.5539,-122.26700000000001,0,2014,94,1,0,0,0,0
14029,680000,3,1.75,9652,1.0,0,4,8,1590,740,1968,98040,47.5714,-122.211,0,2014,46,1,0,0,0,0
14030,665000,5,2.0,17788,1.0,0,4,8,1400,1400,1963,98033,47.6719,-122.163,0,2014,51,1,0,0,0,0
14031,96500,3,1.0,12091,1.0,0,3,6,840,0,1959,98023,47.3281,-122.34299999999999,0,2014,55,0,0,0,0,0
14032,326500,3,1.0,12375,2.0,0,3,7,1810,0,1970,98072,47.7427,-122.17200000000001,0,2014,44,0,0,0,0,0
14033,700000,3,2.5,11727,2.0,0,3,9,3110,0,2002,98065,47.5445,-121.87100000000001,1,2015,13,0,0,0,0,0
14034,487000,2,2.5,2533,2.0,0,3,8,1470,0,2005,98033,47.6874,-122.165,0,2014,9,0,0,0,0,0
14035,454000,3,2.5,43733,2.0,0,3,8,1530,1000,1991,98045,47.46,-121.708,0,2014,23,1,0,0,0,0
14036,562500,2,1.0,2800,1.5,0,4,5,1170,0,1905,98103,47.6574,-122.345,0,2015,110,0,0,0,0,0
14037,460000,4,2.5,35091,1.0,0,4,8,1290,820,1985,98027,47.467,-122.014,0,2014,29,1,0,0,0,0
14038,685000,2,1.5,1676,1.0,0,3,7,1300,0,1943,98122,47.6133,-122.30799999999999,0,2014,71,0,0,0,0,0
14039,446500,3,2.5,7286,2.0,0,3,8,2650,0,1990,98059,47.5084,-122.154,0,2015,25,0,0,0,0,0
14040,575000,5,2.5,4000,1.5,0,3,8,1730,1030,1926,98122,47.6074,-122.29899999999999,0,2014,88,1,0,0,0,1
14041,476000,3,1.0,5500,1.5,0,4,6,1140,0,1908,98199,47.6606,-122.395,0,2014,106,0,0,0,0,0
14042,205000,2,1.75,5100,1.0,0,3,6,580,1160,1915,98108,47.5211,-122.33,0,2015,100,1,0,0,0,0
14043,448000,5,3.5,24684,2.0,0,3,9,2760,980,1998,98038,47.3832,-122.057,1,2015,17,1,0,0,0,0
14044,349900,5,2.5,4229,2.0,0,3,7,2530,0,2004,98038,47.3531,-122.021,0,2014,10,0,0,0,0,0
14045,610000,3,2.5,18167,2.0,0,3,11,3440,0,1991,98023,47.2909,-122.34200000000001,1,2014,23,0,0,0,0,0
14046,260000,3,1.75,8725,1.0,0,3,8,1240,440,1978,98023,47.3107,-122.397,0,2015,37,1,0,0,0,0
14047,699000,3,2.0,4320,2.0,0,3,9,2010,0,1999,98118,47.5153,-122.256,1,2014,15,0,0,0,0,0
14048,341500,5,2.25,10400,2.0,0,3,8,3120,0,1980,98023,47.3097,-122.34,0,2015,35,0,0,0,0,0
14049,241500,3,1.0,10425,1.0,0,4,7,1400,0,1968,98003,47.2738,-122.301,0,2014,46,0,0,0,0,0
14050,370000,2,1.0,2020,1.0,0,3,7,750,0,1908,98122,47.6175,-122.301,0,2015,107,0,1,0,0,0
14051,715500,3,2.25,9668,1.0,0,4,8,1540,870,1965,98117,47.6996,-122.391,0,2014,49,1,0,0,0,0
14052,896000,5,2.75,16100,1.0,0,4,8,1570,950,1960,98040,47.528,-122.22399999999999,0,2014,54,1,0,0,0,0
14053,417000,3,1.75,9512,1.0,0,3,8,1440,480,1980,98011,47.7606,-122.167,0,2015,35,1,0,0,0,0
14054,452500,3,1.75,15695,1.0,0,4,8,2040,0,1959,98166,47.4155,-122.339,0,2014,55,0,0,0,0,0
14055,625000,3,1.75,9135,1.0,0,5,7,1600,0,1955,98006,47.5724,-122.179,0,2014,59,0,0,0,0,0
14056,526500,3,2.5,43170,2.0,0,3,8,1860,0,1986,98072,47.7712,-122.13600000000001,0,2014,28,0,0,0,0,0
14057,389800,3,1.75,12821,1.0,0,3,7,1880,0,1959,98155,47.7681,-122.305,0,2014,55,0,0,0,0,0
14058,664000,4,2.5,8432,2.0,0,3,9,2390,0,1998,98074,47.6027,-122.024,1,2014,16,0,0,0,0,0
14059,505000,4,2.5,6369,1.0,0,3,8,1590,1190,1978,98034,47.7284,-122.21600000000001,0,2014,36,1,0,0,0,0
14060,465000,3,2.0,7125,1.0,0,4,7,1430,0,1984,98074,47.6256,-122.059,0,2015,31,0,0,0,0,0
14061,557000,4,2.5,4500,2.0,0,3,8,2840,0,2012,98028,47.7678,-122.23700000000001,0,2014,2,0,0,0,0,0
14062,850000,5,3.5,65556,2.0,0,3,10,3870,0,1994,98053,47.6403,-121.992,1,2014,20,0,0,0,0,0
14063,417000,3,1.5,6000,1.5,0,5,7,1730,770,1941,98106,47.5297,-122.354,0,2014,73,1,0,0,0,0
14064,604000,4,3.0,5000,1.0,0,5,7,1050,910,1965,98136,47.5208,-122.39299999999999,0,2014,49,1,0,0,0,0
14065,362500,3,2.5,2700,2.0,0,3,8,1800,0,2011,98126,47.5458,-122.369,0,2014,3,0,0,0,0,0
14066,309000,3,1.0,7500,1.5,0,3,6,1092,0,1918,98106,47.5321,-122.354,0,2014,96,0,0,0,0,0
14067,246950,3,3.5,1682,2.0,0,3,7,1480,310,2006,98108,47.542,-122.321,0,2014,8,1,0,0,0,0
14068,110000,3,1.0,53143,1.0,0,5,6,1250,0,1945,98038,47.4235,-122.051,0,2014,69,0,0,0,0,0
14069,2640000,5,4.25,16200,2.0,0,3,11,4660,0,2005,98004,47.6326,-122.21600000000001,1,2015,10,0,0,0,0,0
14070,219950,3,1.0,4960,1.5,0,3,6,920,100,1926,98118,47.5328,-122.275,0,2015,89,1,0,0,0,0
14071,913888,5,2.25,15512,2.0,0,4,9,2370,0,1981,98006,47.5555,-122.15,1,2014,33,0,0,0,0,0
14072,490000,3,2.25,6000,1.0,0,3,8,2040,340,1961,98115,47.6955,-122.275,0,2014,53,1,0,0,0,0
14073,521900,3,2.5,12338,2.0,0,3,9,2100,0,1997,98072,47.7412,-122.16799999999999,1,2014,17,0,0,0,0,0
14074,365500,3,2.0,9600,1.0,0,4,7,1410,0,1983,98072,47.7591,-122.146,0,2014,31,0,0,0,0,0
14075,800000,4,3.75,6766,2.0,0,3,9,3370,0,2005,98052,47.7063,-122.10600000000001,1,2014,9,0,0,0,0,0
14076,345000,3,1.0,7210,1.0,0,4,7,1250,0,1964,98008,47.6329,-122.12100000000001,0,2015,51,0,0,0,0,0
14077,460000,2,1.0,2100,1.0,0,4,6,760,130,1919,98107,47.656000000000006,-122.359,0,2014,95,1,0,0,0,0
14078,489000,2,2.75,972,2.0,0,3,7,1050,415,2006,98112,47.621,-122.29799999999999,0,2014,8,1,0,0,0,0
14079,390000,3,3.25,913,2.0,0,3,8,1100,270,2006,98116,47.5636,-122.38799999999999,0,2014,8,1,0,0,0,0
14080,269000,3,1.0,4250,1.0,0,3,7,1020,670,1967,98178,47.4945,-122.258,0,2014,47,1,0,0,0,0
14081,800000,2,2.25,31491,2.0,1,4,7,1730,0,1947,98070,47.373000000000005,-122.464,0,2014,67,0,0,0,0,0
14082,424950,4,2.5,8563,2.0,0,3,8,2480,0,1992,98038,47.381,-122.03299999999999,0,2015,23,0,0,0,0,0
14083,1260000,4,2.5,9003,2.0,0,3,10,2880,0,2008,98033,47.6844,-122.199,1,2014,6,0,0,0,0,0
14084,935000,4,3.5,11200,2.0,0,3,11,3510,0,2001,98059,47.5193,-122.15,1,2014,13,0,0,0,0,0
14085,330000,3,1.0,9600,1.0,0,4,7,1160,0,1967,98077,47.7419,-122.073,0,2014,47,0,0,0,0,0
14086,540000,5,3.0,4369,2.0,0,3,8,2090,780,2007,98011,47.7449,-122.19200000000001,0,2014,7,1,0,0,0,0
14087,325000,3,2.5,7585,2.0,0,4,8,1830,0,1995,98042,47.3893,-122.154,0,2015,20,0,0,0,0,0
14088,367950,3,1.75,8234,1.0,0,4,7,1250,1040,1950,98133,47.7611,-122.351,0,2014,64,1,0,0,0,0
14089,599000,4,2.25,29930,2.0,0,4,8,1400,860,1977,98006,47.5689,-122.126,0,2014,37,1,0,0,0,0
14090,333490,4,2.5,3916,2.0,0,3,8,2250,0,2014,98003,47.3413,-122.18,0,2014,0,0,0,0,0,0
14091,515000,2,1.75,15219,1.0,0,3,8,950,0,2009,98028,47.7723,-122.262,0,2015,6,0,0,0,0,0
14092,330000,3,1.75,11050,1.0,0,4,8,1320,700,1969,98059,47.4706,-122.119,0,2014,45,1,0,0,0,0
14093,883000,4,2.5,54450,2.0,0,3,10,3670,0,1999,98074,47.6211,-122.016,1,2014,15,0,0,0,0,0
14094,850000,4,3.0,7150,2.0,0,3,9,3070,0,2007,98052,47.7079,-122.10700000000001,1,2015,8,0,0,0,0,0
14095,248000,4,2.0,13510,1.0,0,3,7,1040,1040,1950,98178,47.4918,-122.258,0,2014,64,1,0,0,0,0
14096,1560000,5,3.0,16200,1.0,0,4,9,2890,1020,1960,98004,47.6326,-122.21700000000001,1,2014,54,1,0,0,0,0
14097,315000,2,1.0,7200,1.0,0,2,6,780,0,1935,98118,47.5609,-122.279,0,2014,79,0,0,0,0,0
14098,915000,4,2.5,8532,2.0,0,3,10,3210,0,1998,98007,47.625,-122.14399999999999,1,2014,16,0,0,0,0,0
14099,425000,4,1.5,8773,1.0,0,4,7,1330,960,1947,98133,47.7173,-122.33,0,2015,68,1,0,0,0,0
14100,325000,4,2.5,5105,2.0,0,4,8,2240,0,2002,98042,47.3922,-122.165,0,2015,13,0,0,0,0,0
14101,1100000,6,3.25,107362,1.5,0,4,8,2760,800,1963,98005,47.6356,-122.15,0,2014,51,1,0,0,0,0
14102,880000,4,1.75,5800,1.0,0,4,9,1830,680,1953,98199,47.648,-122.41,1,2014,61,1,0,0,0,0
14103,462000,5,1.75,10530,1.0,0,4,7,1250,0,1966,98007,47.6101,-122.13799999999999,0,2014,48,0,0,0,0,0
14104,268500,4,1.75,13600,1.5,0,3,7,1120,700,1959,98032,47.3743,-122.295,0,2014,55,1,0,0,0,0
14105,345000,3,1.0,6628,1.0,0,4,7,1200,0,1952,98155,47.7367,-122.319,0,2014,62,0,0,0,0,0
14106,427500,3,1.75,16200,1.0,0,4,7,1430,0,1967,98027,47.5223,-122.04299999999999,0,2015,48,0,0,0,0,0
14107,282510,4,1.0,32234,1.5,0,4,6,1450,0,1932,98030,47.3818,-122.21,0,2015,83,0,0,0,0,0
14108,875000,4,2.5,22588,2.0,0,3,10,3220,0,1996,98077,47.7311,-122.055,1,2014,18,0,0,0,0,0
14109,234000,3,1.0,8820,1.0,0,4,7,1750,0,1961,98032,47.3608,-122.29,0,2014,53,0,0,0,0,0
14110,335000,3,2.0,1951,1.0,0,3,6,670,670,1915,98144,47.5763,-122.309,0,2015,100,1,0,0,0,0
14111,230950,2,1.0,12724,1.0,0,4,6,930,0,1912,98014,47.6567,-121.90899999999999,0,2014,102,0,0,0,0,0
14112,425000,4,2.0,4500,1.5,0,5,7,1390,0,1908,98108,47.5552,-122.311,0,2014,106,0,0,0,0,0
14113,292600,3,1.5,7123,1.0,0,4,7,1520,0,1959,98056,47.4991,-122.176,0,2014,55,0,0,0,0,0
14114,771000,3,2.25,6120,1.5,0,4,9,1390,390,1927,98122,47.6025,-122.286,1,2014,87,1,0,0,0,0
14115,565000,5,3.25,20790,1.0,0,4,7,1800,1060,1965,98155,47.7757,-122.295,0,2014,49,1,0,0,0,0
14116,439000,4,2.0,5465,1.0,0,3,7,900,900,1942,98118,47.56100000000001,-122.272,0,2015,73,1,0,0,0,0
14117,495500,3,2.5,7828,2.0,0,3,9,3190,0,2006,98059,47.5047,-122.14399999999999,1,2015,9,0,0,0,0,0
14118,280000,3,1.0,7480,1.0,0,3,6,830,150,1948,98106,47.5206,-122.363,0,2014,66,1,0,0,0,0
14119,240000,3,1.0,15264,1.0,0,4,7,1030,0,1962,98056,47.5016,-122.16799999999999,0,2015,53,0,0,0,0,0
14120,218000,5,1.75,8040,1.0,0,4,8,1930,0,1966,98023,47.3109,-122.376,0,2015,49,0,0,0,0,0
14121,290000,4,2.25,10950,1.0,0,4,7,1400,500,1959,98032,47.3582,-122.28399999999999,0,2014,55,1,0,0,0,0
14122,635000,4,2.25,8910,1.0,0,4,8,1200,720,1969,98005,47.5897,-122.156,0,2014,45,1,0,0,0,0
14123,459500,3,1.75,4950,1.0,0,3,7,1030,440,1984,98133,47.7325,-122.337,0,2014,30,1,0,0,0,0
14124,545000,4,3.0,10948,1.0,0,3,8,1930,1230,1991,98070,47.3733,-122.42200000000001,0,2014,23,1,0,0,0,0
14125,570000,4,2.5,4200,2.0,0,3,8,2640,0,1998,98074,47.6038,-122.02,0,2014,16,0,0,0,0,0
14126,350000,3,2.0,5469,1.0,0,3,8,1440,0,1988,98029,47.5753,-122.01700000000001,0,2015,27,0,0,0,0,0
14127,365000,3,2.0,26600,1.0,0,4,7,2140,0,1983,98031,47.4066,-122.169,0,2014,31,0,0,0,0,0
14128,334000,5,1.75,6720,1.0,0,4,7,1750,840,1979,98055,47.435,-122.19200000000001,0,2014,35,1,0,0,0,0
14129,250000,2,1.5,5773,2.0,0,3,7,1200,0,1985,98055,47.4723,-122.19,0,2014,29,0,0,0,0,0
14130,410000,4,2.5,9000,1.0,0,5,7,1700,0,1972,98034,47.7306,-122.23299999999999,0,2014,42,0,0,0,0,0
14131,575000,4,2.5,20793,2.0,0,4,11,4620,0,1991,98023,47.2929,-122.34200000000001,1,2014,23,0,0,0,0,0
14132,500000,2,1.0,7130,1.0,0,3,7,1210,230,1948,98115,47.6778,-122.26700000000001,0,2014,66,1,0,0,0,0
14133,320000,3,2.5,4584,2.0,0,3,7,1680,0,2003,98056,47.4794,-122.182,0,2014,11,0,0,0,0,0
14134,574000,4,2.5,10179,2.0,0,3,9,2980,0,2003,98038,47.3895,-122.03299999999999,1,2015,12,0,0,0,0,0
14135,525000,4,2.0,6099,1.0,0,4,7,860,860,1949,98115,47.6765,-122.287,0,2014,65,1,0,0,0,0
14136,485000,3,2.5,5867,2.0,0,3,7,2430,0,2011,98065,47.5162,-121.87200000000001,0,2014,3,0,0,0,0,0
14137,511100,4,2.5,12220,1.5,0,4,7,1560,0,1965,98027,47.5287,-122.053,0,2014,49,0,0,0,0,0
14138,550000,3,2.5,10136,1.0,0,3,8,1320,820,1958,98006,47.5602,-122.184,0,2015,57,1,0,0,0,0
14139,667500,4,3.0,4000,1.5,0,4,8,1540,380,1931,98116,47.5718,-122.385,0,2015,84,1,0,0,0,0
14140,364988,3,2.5,12593,2.0,0,3,9,2850,0,1997,98023,47.2848,-122.345,1,2014,17,0,0,0,0,0
14141,495000,2,1.0,14695,1.5,0,5,7,1670,0,1930,98033,47.7001,-122.2,0,2014,84,0,0,0,0,0
14142,160000,3,1.0,18552,1.5,0,4,5,1340,0,1935,98014,47.7129,-121.325,0,2015,80,0,0,0,0,0
14143,490000,2,1.0,5000,1.0,0,3,7,990,0,1941,98116,47.5666,-122.40299999999999,0,2014,73,0,0,0,0,0
14144,970000,4,3.0,12410,2.0,0,4,9,3510,0,1976,98005,47.6381,-122.166,1,2015,39,0,0,0,0,0
14145,395000,3,1.0,5000,1.0,0,4,7,1460,0,1934,98115,47.6837,-122.32,0,2015,81,0,0,0,0,0
14146,245000,4,1.75,7650,1.0,0,4,8,1280,650,1981,98023,47.3078,-122.38600000000001,0,2014,33,1,0,0,0,0
14147,699800,2,2.5,6600,1.0,0,3,8,2380,0,2010,98053,47.717,-122.02,0,2014,4,0,0,0,0,0
14148,826000,3,3.25,4000,1.0,0,3,10,1730,600,1964,98144,47.5882,-122.295,1,2015,51,1,0,1,0,0
14149,305000,6,2.0,8240,1.0,0,2,7,1200,700,1964,98125,47.7037,-122.296,0,2014,50,1,0,0,0,0
14150,366000,3,2.25,1028,2.0,0,3,7,1300,145,2005,98027,47.5339,-122.06700000000001,0,2014,9,1,0,0,0,0
14151,600000,4,2.5,9873,2.0,0,3,8,2620,0,1987,98075,47.5822,-122.051,0,2014,27,0,0,0,0,0
14152,1350000,3,2.5,65005,1.0,1,5,9,2165,588,1953,98070,47.4041,-122.45100000000001,1,2015,62,1,0,0,0,0
14153,400000,3,2.5,3000,1.0,0,4,6,1010,1010,1910,98118,47.5621,-122.291,0,2014,104,1,0,0,0,0
14154,1550000,5,4.25,171626,2.0,0,3,12,6070,0,1999,98024,47.5954,-121.95,1,2014,15,0,0,0,0,0
14155,390000,2,1.0,8164,1.0,0,4,6,1270,0,1941,98125,47.7116,-122.311,0,2014,73,0,0,0,0,0
14156,395950,5,3.5,6031,2.0,0,3,8,2738,0,2014,98023,47.2962,-122.35,0,2014,0,0,0,0,0,0
14157,834950,5,3.5,4911,2.0,0,3,9,2790,840,2014,98034,47.718,-122.156,1,2014,0,1,0,0,0,0
14158,358000,3,1.0,9870,1.0,0,4,7,890,0,1960,98056,47.5398,-122.178,0,2014,54,0,0,0,0,0
14159,285000,2,1.5,1380,3.0,0,3,7,990,0,2001,98133,47.7218,-122.35600000000001,0,2015,14,0,0,0,0,0
14160,649950,3,2.5,15304,2.0,0,4,9,2150,0,1979,98006,47.5573,-122.13600000000001,1,2014,35,0,0,0,0,0
14161,517000,4,1.0,13500,1.5,0,3,7,1180,0,1950,98125,47.7165,-122.30799999999999,0,2015,65,0,0,0,0,0
14162,570000,1,1.0,7540,1.0,1,4,6,720,0,1905,98198,47.3509,-122.323,0,2015,110,0,0,0,0,0
14163,231000,3,1.75,8817,1.0,0,3,7,1220,0,1978,98023,47.3111,-122.396,0,2015,37,0,0,0,0,0
14164,896000,4,1.75,3520,2.0,0,4,8,2080,580,1917,98115,47.6743,-122.30799999999999,0,2014,97,1,0,0,0,0
14165,500000,3,2.5,3012,2.0,0,3,9,1720,0,2011,98133,47.7312,-122.334,1,2014,3,0,0,0,0,0
14166,710000,4,2.75,6978,2.0,0,3,8,2780,0,2001,98053,47.6881,-122.04,0,2014,13,0,0,0,0,0
14167,440000,4,1.5,5750,2.0,0,3,7,1770,0,1947,98116,47.5621,-122.39399999999999,0,2014,67,0,0,0,0,0
14168,415000,3,2.25,9694,1.0,0,3,7,1240,580,1977,98074,47.6157,-122.05,0,2015,38,1,0,0,0,0
14169,450000,5,3.5,9497,2.0,0,3,10,2650,1281,2014,98023,47.3008,-122.38600000000001,1,2014,0,1,0,0,0,0
14170,502000,3,2.75,11200,1.0,0,3,8,1360,650,1979,98028,47.7728,-122.25299999999999,0,2015,36,1,0,0,0,0
14171,1720000,4,3.75,7623,2.0,0,4,10,3090,1400,1941,98112,47.6315,-122.29,1,2014,73,1,0,0,0,0
14172,576000,4,2.5,6924,2.0,0,3,8,3340,0,2009,98059,47.495,-122.149,0,2015,6,0,0,0,0,0
14173,550000,3,2.5,9061,2.0,0,4,8,1980,0,1987,98074,47.6366,-122.029,0,2015,28,0,0,0,0,0
14174,350000,3,1.5,12199,1.0,0,3,7,1130,300,1948,98133,47.7352,-122.33,0,2015,67,1,0,0,0,0
14175,740000,4,3.0,199253,2.0,0,3,10,3350,0,2004,98010,47.3602,-121.988,1,2014,10,0,0,0,0,0
14176,227950,3,1.5,8230,1.0,0,5,7,1670,0,1954,98001,47.2613,-122.255,0,2014,60,0,0,0,0,0
14177,800000,6,4.25,189050,2.0,0,4,10,5140,340,1991,98031,47.412,-122.16799999999999,1,2014,23,1,0,0,0,0
14178,999000,4,2.5,10849,2.0,0,3,10,3130,0,2013,98033,47.6828,-122.186,1,2014,1,0,0,0,0,0
14179,461000,3,1.5,1416,3.0,0,3,8,1270,0,2007,98115,47.6988,-122.31700000000001,0,2015,8,0,0,0,0,0
14180,590000,3,2.5,2875,2.0,0,3,8,1710,0,2006,98116,47.5787,-122.39200000000001,0,2015,9,0,0,0,0,0
14181,869000,4,3.0,30884,2.0,0,3,9,3060,680,1988,98072,47.7505,-122.117,1,2014,26,1,0,0,0,0
14182,565000,3,2.25,8800,1.0,0,5,7,850,850,1969,98033,47.6863,-122.189,0,2014,45,1,0,0,0,0
14183,436000,3,2.25,8000,1.0,0,4,7,1350,420,1976,98072,47.7358,-122.17,0,2014,38,1,0,0,0,0
14184,490000,1,1.0,8050,1.0,0,2,6,850,0,1906,98118,47.5427,-122.288,0,2015,109,0,0,0,0,0
14185,540000,4,1.75,4280,1.0,0,4,7,920,920,1918,98105,47.6681,-122.32,0,2014,96,1,0,0,0,0
14186,470000,4,2.5,12042,1.0,0,4,7,1320,1000,1975,98072,47.763000000000005,-122.16,0,2015,40,1,0,0,0,0
14187,260000,3,2.0,5450,1.0,0,5,6,1170,0,1902,98118,47.5276,-122.273,0,2014,112,0,0,0,0,0
14188,655000,3,1.75,5520,1.0,0,4,7,1080,880,1952,98199,47.6535,-122.397,0,2014,62,1,0,0,0,0
14189,565000,3,2.25,8378,1.0,0,3,7,1480,960,1962,98028,47.7705,-122.26,0,2015,53,1,0,0,0,0
14190,381000,3,1.75,18246,1.0,0,4,7,1510,1190,1967,98059,47.4817,-122.09700000000001,0,2014,47,1,0,0,0,0
14191,299999,3,2.5,9719,2.0,0,3,8,2380,0,2001,98001,47.2932,-122.28299999999999,0,2015,14,0,0,0,0,0
